Start,End,Regularity,Steps,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Snore time,Sleep Quality
21.36.00,05.09.00,86,5681,73.3,27157.5,24260.7,543.2,05.00.00,05.00.00,358.7,70
21.52.00,05.02.00,90,7498,68.3,25794.1,21581.1,515.9,05.00.00,05.00.00,383.0,69
21.27.00,06.38.00,92,5421,64.4,33035.3,28300.2,660.7,06.30.00,06.30.00,0.0,89
22.49.00,07.21.00,88,963,68.6,30746.8,28389.6,614.9,07.00.00,07.00.00,0.0,82
21.54.00,07.02.00,85,3505,70.7,32845.1,30108.0,656.9,07.00.00,07.00.00,0.0,85
21.38.00,05.26.00,86,19973,53.6,28062.2,23852.9,1216.0,05.00.00,05.00.00,1439.7,82
22.10.00,05.04.00,89,10154,61.3,24881.4,22393.2,1575.8,05.00.00,05.00.00,0.0,69
22.20.00,06.46.00,87,0,41.9,30322.6,28604.3,606.5,06.30.00,06.30.00,0.0,94
22.27.00,06.37.00,92,3914,37.2,29424.4,28149.4,588.5,06.30.00,06.30.00,0.0,94
23.43.00,07.02.00,89,3087,38.4,26327.4,23431.4,614.3,07.00.00,07.00.00,0.0,84
22.29.00,06.30.00,90,4108,72.1,28877.6,24257.2,577.6,06.30.00,06.30.00,0.0,75
22.09.00,05.18.00,86,10543,46.1,25772.0,21992.1,515.4,05.15.00,05.15.00,0.0,78
22.32.00,06.38.00,86,12025,38.8,29141.9,27587.7,874.3,06.30.00,06.30.00,250.1,92
21.36.00,05.04.00,84,2342,92.1,26865.2,21939.9,537.3,05.00.00,05.00.00,157.4,61
21.31.00,05.05.00,88,10190,64.9,27275.1,23547.5,1363.8,05.00.00,05.00.00,447.9,74
22.13.00,07.02.00,85,13108,72.2,31733.4,24540.5,634.7,07.00.00,07.00.00,0.0,83
22.22.00,05.03.00,86,7061,31.2,24008.6,21047.5,880.3,05.00.00,05.00.00,0.0,79
22.12.00,05.57.00,84,12663,47.9,27895.9,26501.1,557.9,05.45.00,05.45.00,0.0,84
22.00.00,06.00.00,88,13661,48.5,32407.0,29058.3,648.1,05.45.00,05.45.00,0.0,97
21.21.00,05.06.00,87,8573,66.8,27881.5,23885.2,557.6,05.00.00,05.00.00,0.0,75
22.26.00,05.03.00,90,7366,83.6,23847.8,18203.8,477.0,05.00.00,05.00.00,466.7,57
21.42.00,07.04.00,86,9077,75.3,33696.4,28754.3,1235.5,07.00.00,07.00.00,0.0,83
21.45.00,07.03.00,92,505,49.6,33488.5,28688.5,669.8,07.00.00,07.00.00,61.6,97
22.15.00,07.08.00,91,1538,61.5,32008.4,27740.6,1280.3,07.00.00,07.00.00,0.0,89
23.27.00,07.14.00,95,9335,55.0,28063.1,24040.7,561.3,07.00.00,07.00.00,0.0,81
22.02.00,07.09.00,91,11490,48.3,32817.5,30301.4,1531.5,07.00.00,07.00.00,69.0,97
00.03.00,07.05.00,86,7385,67.4,25327.0,22034.5,506.5,07.00.00,07.00.00,0.0,68
21.55.00,06.41.00,83,7949,58.7,31547.8,27341.5,631.0,06.30.00,06.30.00,0.0,89
23.11.00,07.27.00,82,3949,86.4,29769.8,25403.6,595.4,07.00.00,07.00.00,340.5,70
22.49.00,07.08.00,85,2106,106.7,29944.0,28147.4,598.9,07.00.00,07.00.00,168.6,61
22.07.00,07.02.00,90,9604,57.9,32113.5,28259.9,2569.1,07.00.00,07.00.00,0.0,91
22.24.00,07.06.00,95,9941,57.7,31335.8,27366.6,731.2,07.00.00,07.00.00,0.0,89
22.15.00,06.58.00,96,282,82.5,31380.6,30125.4,627.6,06.45.00,06.45.00,0.0,76
21.50.00,05.04.00,92,8294,48.0,26044.7,21617.1,520.9,05.00.00,05.00.00,2150.4,79
22.00.00,05.04.00,92,8288,64.5,25424.7,22712.8,508.5,05.00.00,05.00.00,79.5,70
22.30.00,06.12.00,88,17101,63.7,27750.8,23310.7,555.0,06.00.00,06.00.00,0.0,76
22.24.00,06.22.00,94,1485,52.7,28692.3,23910.2,1147.7,06.00.00,06.00.00,0.0,84
22.20.00,06.04.00,94,399,51.6,27864.2,21827.0,557.3,06.00.00,06.00.00,116.5,82
22.31.00,06.11.00,97,4936,50.2,27602.7,21346.1,552.1,06.00.00,06.00.00,0.0,82
21.33.00,05.04.00,92,2678,69.1,27090.8,23659.3,541.8,05.00.00,05.00.00,708.5,72
22.24.00,05.06.00,91,10668,45.1,24114.1,19773.6,1125.3,05.00.00,05.00.00,0.0,74
21.43.00,06.54.00,85,972,73.0,33088.4,27022.2,661.8,06.30.00,06.30.00,0.0,84
22.41.00,07.05.00,87,2737,46.7,30212.2,27996.7,604.2,07.00.00,07.00.00,780.0,92
21.26.00,05.03.00,81,9778,65.2,27422.9,19287.4,3656.4,05.00.00,05.00.00,960.0,75
21.55.00,05.03.00,86,12159,36.9,25683.8,23886.0,856.1,05.00.00,05.00.00,600.0,82
22.55.00,05.34.00,85,12336,37.7,23972.4,21734.9,1118.7,05.30.00,05.30.00,600.0,77
22.19.00,05.11.00,92,10007,36.0,24734.6,23333.0,494.7,05.00.00,05.00.00,600.0,80
22.12.00,05.12.00,93,17777,36.9,25208.3,22771.5,1260.4,05.00.00,05.00.00,104.3,81
21.51.00,05.02.00,95,11718,64.4,25807.6,20129.9,5677.7,05.00.00,05.00.00,780.0,71
22.08.00,06.22.00,91,6539,44.2,29613.2,27540.3,592.3,06.00.00,06.00.00,1500.0,91
22.02.00,06.34.00,92,5949,59.5,30757.3,29014.4,1742.9,06.30.00,06.30.00,360.0,87
23.20.00,07.11.00,91,12342,62.9,28249.2,23446.8,565.0,07.00.00,07.00.00,300.0,78
22.08.00,05.05.00,85,8244,48.9,25014.1,21678.9,500.3,05.00.00,05.00.00,240.0,75
22.44.00,06.28.00,80,16065,65.0,27790.5,23899.8,555.8,06.15.00,06.15.00,660.0,76
21.59.00,05.55.00,82,249,63.4,28520.8,24052.6,570.4,05.45.00,05.45.00,360.0,78
22.00.00,06.42.00,89,7191,52.3,31287.9,29097.7,625.8,06.30.00,06.30.00,522.2,92
21.39.00,05.06.00,89,11287,58.0,26798.1,21885.1,1161.3,05.00.00,05.00.00,259.2,76
22.35.00,06.15.00,83,12124,41.0,27609.6,23652.2,552.2,06.00.00,06.00.00,2134.6,87
22.23.00,05.03.00,85,12199,44.2,23988.0,22228.9,479.8,05.00.00,05.00.00,840.0,74
22.20.00,05.01.00,94,10675,37.0,24028.2,21385.1,1842.2,05.00.00,05.00.00,113.2,77
22.16.00,07.03.00,91,9939,52.0,31603.5,26020.2,632.1,07.00.00,07.00.00,960.0,93
21.42.00,07.01.00,92,6445,58.3,33522.8,28941.3,670.5,06.30.00,06.30.00,65.7,92
20.33.00,07.01.00,89,1280,55.7,37708.9,32806.8,3268.1,07.00.00,07.00.00,248.7,93
23.35.00,07.07.00,86,6355,53.8,27140.0,22616.7,542.8,07.00.00,07.00.00,960.0,79
22.06.00,06.01.00,81,7489,54.6,28490.0,25641.0,569.8,06.00.00,06.00.00,1559.9,83
21.59.00,05.01.00,81,13281,57.9,25325.8,21780.2,506.5,05.00.00,05.00.00,192.5,72
22.02.00,06.52.00,85,623,63.5,31793.8,25117.1,635.9,06.15.00,06.15.00,720.0,87
21.19.00,05.42.00,86,2959,46.7,30144.2,25019.7,602.9,06.00.00,06.00.00,157.1,92
21.32.00,08.00.00,83,2035,64.2,37709.1,31172.9,754.2,07.00.00,07.00.00,600.0,88
00.23.00,07.03.00,74,5076,52.9,23987.5,20149.5,1519.2,07.00.00,07.00.00,780.0,70
22.28.00,08.07.00,72,5408,61.0,34743.1,28836.8,694.9,07.00.00,07.00.00,1560.0,90
00.13.00,08.17.00,80,3247,40.7,29021.6,26990.1,580.4,08.00.00,08.00.00,478.2,91
00.10.00,08.27.00,86,9271,58.5,29770.0,25106.1,595.4,08.00.00,08.00.00,900.0,84
00.12.00,08.04.00,93,2114,78.2,28339.2,23332.6,566.8,08.00.00,08.00.00,1596.9,70
23.10.00,06.05.00,90,7486,72.5,24905.6,17766.0,498.1,06.00.00,06.00.00,900.0,64
22.58.00,06.50.00,88,2384,68.2,28273.8,23184.5,565.5,06.45.00,06.45.00,178.9,75
22.26.00,05.38.00,84,11420,36.3,25917.9,22807.7,518.4,07.00.00,07.00.00,507.1,84
22.57.00,06.49.00,88,9873,39.4,28285.1,24419.5,565.7,08.00.00,08.00.00,325.4,90
21.32.00,05.03.00,82,3861,89.0,27061.5,23814.1,541.2,05.00.00,05.00.00,904.1,62
22.22.00,05.49.00,82,3537,40.2,26826.7,20388.3,2325.0,06.30.00,06.30.00,74.9,85
22.02.00,04.41.00,83,4854,51.1,23936.9,20346.4,478.7,05.30.00,05.30.00,660.0,71
21.28.00,05.02.00,89,8312,24.4,27255.4,23076.2,545.1,05.00.00,05.00.00,900.0,94
21.55.00,04.41.00,91,0,67.6,24360.6,19001.3,487.2,05.00.00,05.00.00,0.0,65
00.56.00,07.25.00,79,12659,52.5,23313.2,21137.3,466.3,08.30.00,08.30.00,1080.0,68
00.41.00,08.24.00,78,11525,100.7,27795.4,23811.4,555.9,08.30.00,08.30.00,89.8,58
22.35.00,05.02.00,65,10555,31.5,23244.0,19060.1,929.8,05.00.00,05.00.00,60.0,77
21.27.00,05.02.00,78,9123,73.2,27274.8,23638.2,545.5,05.00.00,05.00.00,240.0,70
22.48.00,06.13.00,75,9133,50.6,26709.7,24038.7,534.2,06.00.00,06.00.00,330.2,79
20.58.00,05.41.00,83,279,44.5,31384.3,25839.7,2196.9,05.30.00,05.30.00,120.0,97
21.01.00,06.02.00,85,7778,87.5,32402.3,26677.9,648.0,05.30.00,05.30.00,420.0,75
23.26.00,06.54.00,83,8442,86.8,26825.2,22533.2,536.5,07.00.00,07.00.00,180.0,63
23.16.00,07.12.00,88,8849,65.1,28534.3,23683.5,570.7,07.00.00,07.00.00,303.0,78
22.48.00,06.00.00,85,310,67.9,25927.1,22470.1,518.5,06.00.00,06.00.00,240.0,69
22.49.00,06.00.00,94,3519,93.5,25878.2,19667.5,517.6,06.00.00,06.00.00,180.0,58
21.57.00,06.02.00,93,4128,67.3,29066.2,26740.9,581.3,06.00.00,06.00.00,480.0,78
22.09.00,05.01.00,94,8061,53.2,24736.1,20778.3,494.7,05.00.00,05.00.00,99.6,72
21.16.00,05.00.00,92,10239,61.6,27853.7,25161.1,557.1,05.00.00,05.00.00,88.5,78
22.32.00,07.18.00,84,7825,38.0,31559.5,29139.9,631.2,08.00.00,08.00.00,214.3,100
23.41.00,07.20.00,84,2790,31.0,27555.8,25902.4,551.1,07.30.00,07.30.00,780.0,91
22.50.00,04.53.00,78,22114,56.3,21736.1,18185.9,434.7,05.00.00,05.00.00,840.0,62
21.32.00,05.01.00,83,3909,124.4,26964.9,20763.0,539.3,05.00.00,05.00.00,780.0,46
22.03.00,06.00.00,83,8974,45.4,28647.2,25687.0,572.9,06.00.00,06.00.00,720.0,88
22.23.00,05.38.00,90,0,36.9,26100.1,23664.1,522.0,06.00.00,06.00.00,0.0,74
16.17.00,17.04.00,45,3559,0.0,2855.4,2798.3,57.1,06.00.00,06.00.00,60.0,7
21.43.00,06.36.00,89,6687,27.3,31996.6,29650.2,639.9,07.00.00,07.00.00,1331.3,91
00.07.00,06.29.00,86,13272,20.4,22926.8,19946.3,1299.2,07.00.00,07.00.00,180.0,70
23.06.00,06.26.00,85,9759,35.2,26424.4,23253.5,528.5,06.30.00,06.30.00,480.0,72
22.06.00,05.01.00,83,9040,26.2,24885.4,22562.8,497.7,05.00.00,05.00.00,480.0,73
22.03.00,05.02.00,90,9151,25.2,25124.7,22863.5,502.5,05.00.00,05.00.00,420.0,75
21.15.00,06.23.00,87,9978,41.8,32869.4,30787.6,657.4,06.00.00,06.00.00,1439.7,81
22.23.00,05.00.00,87,5431,45.0,23860.0,23382.8,477.2,05.00.00,05.00.00,480.0,59
22.21.00,06.01.00,84,9048,75.7,27591.3,24372.3,551.8,06.00.00,06.00.00,0.0,62
22.15.00,05.31.00,88,5307,68.5,26151.0,18480.1,523.0,06.00.00,06.00.00,180.0,63
22.47.00,07.00.00,90,0,47.1,29564.9,25425.8,591.3,07.00.00,07.00.00,0.0,81
22.17.00,05.02.00,86,10100,33.7,24269.2,21842.2,485.4,05.00.00,05.00.00,79.6,72
22.06.00,05.01.00,87,6431,32.2,24890.9,23895.3,497.8,05.00.00,05.00.00,430.3,75
21.12.00,06.03.00,87,7037,141.7,31801.1,26288.9,2862.1,06.00.00,06.00.00,480.0,66
22.04.00,06.08.00,91,4975,48.2,29050.8,22175.4,2420.9,06.00.00,06.00.00,0.0,83
00.35.00,07.10.00,81,9163,83.6,23670.1,20750.8,473.4,08.00.00,08.00.00,240.0,59
22.27.00,06.46.00,75,4727,53.8,29952.4,27057.0,599.0,06.45.00,06.45.00,240.0,84
23.31.00,06.54.00,84,6164,63.6,26555.5,22306.6,2301.5,07.00.00,07.00.00,420.0,72
21.23.00,06.03.00,81,1668,61.1,31232.1,28213.0,1353.4,06.00.00,06.00.00,151.5,85
21.14.00,05.31.00,86,3396,102.1,29768.0,25005.1,595.4,05.30.00,05.30.00,480.0,70
21.41.00,05.07.00,87,4263,32.2,26785.2,24285.3,535.7,05.30.00,05.30.00,420.0,83
23.05.00,06.00.00,89,3126,31.7,24912.7,23833.2,498.3,06.00.00,06.00.00,240.0,77
00.15.00,07.02.00,85,4865,33.1,24412.8,22052.9,488.3,07.00.00,07.00.00,120.0,75
01.15.00,06.58.00,85,9103,36.2,20582.3,18112.4,411.6,07.00.00,07.00.00,180.0,62
21.10.00,05.00.00,74,3490,67.9,28224.8,23614.7,3010.6,05.00.00,05.00.00,0.0,75
21.08.00,05.00.00,80,10591,56.6,28291.8,24236.6,565.8,05.00.00,05.00.00,360.0,79
21.08.00,05.00.00,83,10444,65.3,28314.1,25765.9,566.3,05.00.00,05.00.00,180.0,76
23.20.00,06.46.00,89,8592,51.8,26754.2,19263.0,2407.9,06.45.00,06.45.00,180.0,76
22.18.00,06.24.00,85,1857,72.4,29126.1,26601.9,582.5,07.00.00,07.00.00,61.3,76
00.41.00,06.42.00,78,17274,57.6,21657.7,17326.1,433.2,07.00.00,07.00.00,79.6,60
22.52.00,07.04.00,83,13773,35.8,29563.1,25325.7,4237.4,07.00.00,07.00.00,240.0,91
22.03.00,06.00.00,81,2845,63.1,28654.2,24069.5,1910.3,06.00.00,06.00.00,60.0,78
22.17.00,06.00.00,88,4054,132.6,27752.4,22201.9,555.0,06.00.00,06.00.00,60.0,79
22.13.00,04.37.00,90,5375,39.1,23010.7,17641.5,2684.6,05.00.00,05.00.00,240.0,69
22.20.00,05.34.00,92,7579,94.4,26063.7,22762.3,521.3,05.00.00,05.00.00,180.0,74
21.50.00,05.25.00,91,5447,63.2,27301.4,24571.3,546.0,05.30.00,05.30.00,840.0,80
23.23.00,06.11.00,89,5007,74.1,24472.7,20067.6,1386.8,07.30.00,07.30.00,120.0,71
00.45.00,07.32.00,84,0,76.1,24397.7,18460.9,1138.6,07.30.00,07.30.00,480.0,71
22.31.00,05.01.00,73,3969,159.4,23399.3,15287.6,1949.9,05.00.00,05.00.00,120.0,58
21.41.00,05.00.00,77,9189,121.4,26369.7,18898.3,1406.4,05.00.00,05.00.00,733.7,70
21.40.00,05.30.00,83,4718,110.3,28183.8,23956.2,563.7,05.30.00,05.30.00,240.0,77
21.32.00,06.20.00,94,7347,59.1,31692.6,26093.5,2429.8,05.30.00,05.30.00,440.5,100
23.48.00,06.28.00,89,1544,74.7,23993.7,20874.5,3119.2,07.30.00,07.30.00,300.0,72
23.01.00,06.59.00,87,4808,69.7,28705.3,23825.4,1435.3,07.30.00,07.30.00,61.6,87
00.01.00,07.21.00,85,17685,46.7,22836.0,20095.7,456.7,07.30.00,07.30.00,240.0,73
23.12.00,06.09.00,86,6766,33.6,25026.1,20437.9,2085.5,07.30.00,07.30.00,1256.9,82
21.57.00,05.31.00,87,3094,41.4,27205.8,23306.3,1541.7,05.30.00,05.30.00,1355.2,87
22.17.00,06.14.00,89,7420,135.9,28605.3,21930.7,572.1,05.30.00,05.30.00,1211.0,69
22.51.00,06.14.00,93,6589,27.3,26574.3,22942.4,2834.6,06.00.00,06.00.00,252.6,87
22.17.00,05.43.00,93,2605,78.6,26777.7,23028.8,535.6,05.30.00,05.30.00,60.0,77
22.41.00,06.46.00,91,0,96.3,29069.3,25484.0,581.4,06.30.00,06.30.00,0.0,79
23.44.00,06.59.00,90,4908,115.7,26135.4,19340.2,3484.7,07.00.00,07.00.00,60.0,67
22.35.00,05.00.00,84,3468,16.8,23098.9,20173.0,2925.9,05.00.00,05.00.00,401.0,78
22.06.00,05.14.00,86,4046,47.1,25698.7,20901.6,2484.2,05.00.00,05.00.00,60.0,80
21.45.00,05.11.00,88,9557,72.9,26761.7,21855.4,535.2,05.00.00,05.00.00,215.0,78
22.18.00,06.09.00,93,5869,66.1,28264.3,25155.3,565.3,06.00.00,06.00.00,194.0,84
22.39.00,06.11.00,94,5510,88.1,27148.7,18913.6,1085.9,06.00.00,06.00.00,252.0,75
23.09.00,06.00.00,93,7141,22.7,24690.9,21563.4,2057.6,06.00.00,06.00.00,71.0,82
22.32.00,07.47.00,90,6532,54.2,33310.2,30534.3,999.3,08.00.00,08.00.00,180.0,99
22.47.00,06.56.00,88,22030,32.1,29338.6,24253.3,2053.7,06.00.00,06.00.00,240.0,95
22.32.00,05.02.00,84,2222,22.3,23393.3,20898.0,1871.5,05.00.00,05.00.00,300.0,77
21.56.00,04.21.00,87,13602,16.8,23106.7,20410.9,1617.5,05.00.00,05.00.00,120.0,76
22.20.00,06.45.00,83,7623,37.5,30313.5,24654.9,2020.9,05.30.00,05.30.00,223.0,95
23.53.00,07.31.00,82,4390,19.5,27480.3,24457.5,1832.0,07.00.00,07.00.00,75.0,90
00.45.00,07.11.00,82,7394,105.4,23153.3,19371.6,463.1,08.00.00,08.00.00,406.0,59
00.08.00,06.56.00,88,8058,100.3,24488.6,17958.3,2040.7,07.30.00,07.30.00,120.0,63
22.41.00,06.55.00,90,1414,36.8,29657.1,24417.7,2866.9,07.00.00,07.00.00,240.0,93
22.38.00,06.11.00,91,21825,48.6,27153.3,23080.3,2081.8,06.00.00,06.00.00,69.0,82
22.40.00,05.36.00,92,10208,45.4,24998.0,20248.4,4166.3,05.30.00,05.30.00,128.0,76
02.13.00,07.48.00,80,10943,18.9,20122.2,19719.8,402.4,08.00.00,08.00.00,540.0,66
21.41.00,06.01.00,65,5903,142.2,30033.2,20022.1,2202.4,06.00.00,06.00.00,538.0,67
23.44.00,07.19.00,57,4477,90.4,27328.2,20587.2,2459.5,07.00.00,07.00.00,147.0,73
22.55.00,07.00.00,70,2284,149.4,29087.9,21234.1,581.8,07.00.00,07.00.00,420.0,65
22.14.00,05.54.00,83,14117,65.2,27620.6,23385.4,1933.4,06.00.00,06.00.00,120.0,80
22.40.00,06.00.00,90,5895,99.4,26427.1,16384.8,3611.7,06.00.00,06.00.00,420.0,69
21.45.00,06.10.00,91,3275,174.8,30282.4,22207.1,605.6,06.00.00,06.00.00,120.0,63
22.41.00,06.00.00,92,31593,142.2,26366.6,19071.8,1494.1,06.00.00,06.00.00,289.0,62
21.51.00,05.34.00,91,3981,113.1,27812.7,20488.7,2039.6,05.30.00,05.30.00,69.0,71
23.55.00,06.29.00,85,4404,175.6,23643.8,17811.7,472.9,07.00.00,07.00.00,660.0,51
23.58.00,05.22.00,85,0,56.0,19440.5,16394.8,1296.0,07.00.00,07.00.00,0.0,59
00.58.00,05.56.00,84,11959,11.6,17889.9,16876.1,357.8,06.25.00,06.25.00,658.0,60
20.59.00,05.31.00,80,3255,89.3,30675.6,23313.5,1636.0,05.30.00,05.30.00,72.0,85
22.07.00,06.03.00,75,8835,90.2,28553.4,23984.9,571.1,06.00.00,06.00.00,420.0,79
21.53.00,05.32.00,90,6430,139.4,27529.4,17435.3,550.6,05.30.00,05.30.00,167.0,66
22.08.00,05.48.00,95,9420,71.6,27596.0,20881.0,3495.5,05.45.00,05.45.00,240.0,80
23.37.00,07.02.00,89,8921,30.8,26654.1,23455.6,1865.8,07.00.00,07.00.00,808.0,85
22.44.00,06.52.00,88,24648,45.8,29256.4,26428.3,1170.3,06.00.00,06.00.00,240.0,90
21.50.00,06.38.00,86,3652,72.1,31668.5,25334.8,3166.9,05.30.00,05.30.00,480.0,91
22.31.00,05.41.00,89,8859,44.2,25803.9,20987.2,3182.5,05.30.00,05.30.00,120.0,80
22.06.00,05.44.00,91,100,82.0,27497.6,22548.0,550.0,05.30.00,05.30.00,360.0,77
22.22.00,05.32.00,93,1924,97.0,25789.4,19771.9,3008.8,05.30.00,05.30.00,360.0,69
23.09.00,06.12.00,93,7793,45.8,25349.8,20617.8,4140.5,06.00.00,06.00.00,660.0,78
22.00.00,05.32.00,90,11128,105.7,27168.5,19289.6,3441.3,05.30.00,05.30.00,420.0,71
22.37.00,05.32.00,90,1281,3765.1,24873.1,24540.0,150.0,05.30.00,05.30.00,480.0,71
22.12.00,06.18.00,92,11952,3868.6,29119.1,28740.0,150.0,06.00.00,06.00.00,85.9,84
22.27.00,06.00.00,93,2056,1418.5,27198.8,26880.0,150.0,06.00.00,06.00.00,240.0,78
22.13.00,06.30.00,93,8427,1965.3,29823.8,29520.0,150.0,06.30.00,06.30.00,193.3,84
23.32.00,05.31.00,90,9528,2442.5,21518.3,21210.0,150.0,05.30.00,05.30.00,60.0,65
23.23.00,06.23.00,89,23174,3178.8,25169.4,24870.0,150.0,06.30.00,07.00.00,289.0,71
21.10.00,05.14.00,81,7750,3730.3,29072.0,28770.0,150.0,05.00.00,05.30.00,239.6,84
22.01.00,05.21.00,85,10960,3055.8,26372.5,26040.0,150.0,05.30.00,05.30.00,360.0,74
21.51.00,05.29.00,87,9855,1544.2,27484.4,27150.0,180.0,05.30.00,05.30.00,180.0,78
22.21.00,05.35.00,95,7015,2813.0,25999.4,25680.0,150.0,05.30.00,05.30.00,766.1,74
21.57.00,05.31.00,96,10421,3100.6,27215.4,26910.0,150.0,05.30.00,05.30.00,120.0,78
23.36.00,06.56.00,88,10268,43.1,26391.3,21464.9,4046.7,06.30.00,06.30.00,900.0,79
22.42.00,05.30.00,84,8630,46.9,24468.0,20390.0,4078.0,05.30.00,05.30.00,120.0,73
22.25.00,05.25.00,84,16290,138.4,25227.4,18584.2,1850.0,05.30.00,05.30.00,391.8,75
23.25.00,06.45.00,86,1418,56.5,26416.3,21485.3,1673.0,07.00.00,07.00.00,466.4,79
22.55.00,05.30.00,88,9121,33.8,23675.4,20913.3,1341.6,05.30.00,05.30.00,60.0,71
22.03.00,05.34.00,86,11460,48.3,27042.4,22355.0,1442.3,05.30.00,05.30.00,64.5,81
22.27.00,06.30.00,89,6485,72.8,29030.0,22836.9,1451.5,06.30.00,06.30.00,300.0,87
23.06.00,06.38.00,91,9661,25.3,27099.5,24931.6,2168.0,06.30.00,06.30.00,780.0,81
00.10.00,07.04.00,90,38165,148.8,24832.5,18624.4,496.7,07.30.00,07.30.00,660.0,73
23.37.00,06.30.00,91,4974,39.8,24806.5,20920.1,2398.0,06.30.00,06.30.00,0.0,74
22.02.00,05.00.00,84,13972,60.6,25055.3,20294.8,1419.8,05.00.00,05.00.00,840.0,75
21.56.00,04.54.00,88,3094,199.7,25051.1,21042.9,3340.1,05.00.00,05.00.00,60.0,74
21.52.00,05.00.00,90,8646,109.0,25665.1,18650.0,1368.8,05.00.00,05.00.00,371.3,76
21.52.00,06.01.00,96,9275,105.0,29331.6,20923.2,1466.6,06.00.00,06.00.00,420.0,87
01.31.00,07.21.00,83,1900,108.8,21023.3,15627.3,1261.4,06.00.00,06.00.00,604.8,62
22.56.00,06.44.00,74,5545,229.0,28032.0,22892.8,4391.7,06.00.00,06.00.00,75.8,82
22.11.00,04.52.00,76,9072,105.8,24062.6,16603.2,3208.3,05.00.00,05.00.00,675.9,71
21.32.00,05.41.00,83,11771,129.9,29354.9,22114.0,587.1,05.30.00,05.30.00,120.0,87
22.23.00,06.16.00,88,5041,45.6,28418.7,24913.8,1799.9,06.30.00,06.30.00,540.0,85
23.43.00,06.44.00,87,5963,16.7,25260.3,21302.8,2862.8,06.30.00,06.30.00,899.4,76
22.58.00,06.42.00,89,4413,55.1,27835.0,24123.6,1855.7,07.00.00,07.00.00,168.0,83
00.08.00,07.38.00,87,5872,31.5,27004.5,24304.1,2700.5,07.00.00,07.00.00,738.3,81
21.43.00,05.02.00,78,2806,53.5,26339.3,22651.8,1931.5,05.00.00,05.00.00,105.0,79
21.57.00,04.42.00,79,7483,17.6,24321.5,20511.1,3810.4,05.00.00,05.00.00,120.0,73
22.18.00,06.10.00,80,7843,51.6,28305.9,24626.1,1981.4,05.00.00,05.00.00,359.5,84
21.55.00,05.14.00,90,726,63.7,26351.9,22399.1,1756.8,05.00.00,05.00.00,638.2,78
22.21.00,05.35.00,89,10694,83.6,26048.4,22054.3,521.0,05.30.00,05.30.00,328.5,77
00.03.00,07.26.00,84,5837,57.9,26619.0,22892.3,1863.3,07.30.00,07.30.00,247.6,79
23.31.00,05.22.00,78,6155,5811.2,21095.8,16314.1,421.9,05.00.00,05.00.00,360.0,65
22.05.00,05.06.00,86,4833,4300.0,25233.5,20355.0,504.7,05.00.00,05.00.00,584.5,74
22.13.00,05.01.00,92,4414,3492.5,24453.5,19807.3,489.1,05.00.00,05.00.00,0.0,71
23.10.00,07.05.00,86,7979,3539.7,28472.4,22967.7,569.4,07.00.00,07.00.00,713.1,79
00.58.00,06.11.00,83,20821,5185.8,18775.2,18399.7,375.5,07.00.00,07.00.00,0.0,59
21.25.00,04.24.00,67,11364,2634.7,25126.1,21440.9,502.5,05.00.00,05.00.00,120.0,71
21.52.00,05.49.00,70,5730,2594.2,28634.3,28061.6,572.7,05.00.00,05.00.00,0.0,79
22.01.00,05.11.00,89,3456,2736.5,25827.2,25310.7,516.5,05.30.00,05.30.00,81.0,74
22.35.00,06.34.00,87,2596,2854.8,28734.3,25573.6,574.7,06.30.00,06.30.00,349.4,79
22.14.00,05.35.00,89,6033,2735.8,26421.6,23691.4,528.4,05.30.00,05.30.00,60.0,74
22.20.00,06.02.00,92,16816,4390.7,27714.0,25404.5,554.3,06.00.00,06.00.00,88.2,79
22.44.00,04.59.00,92,14740,1349.5,22516.4,17187.5,450.3,05.00.00,05.00.00,986.9,69
22.45.00,05.10.00,93,6556,1033.5,23100.4,20174.4,462.0,05.00.00,05.00.00,0.0,69
22.35.00,04.37.00,93,4656,1516.9,21702.9,16277.2,434.1,05.00.00,05.00.00,466.5,69
23.42.00,06.15.00,90,6444,1587.5,23564.0,19086.9,471.3,06.30.00,06.30.00,0.0,71
22.22.00,06.01.00,82,10314,1701.5,27529.7,25327.3,550.6,06.00.00,06.00.00,360.0,79
22.41.00,06.02.00,92,10318,1603.0,26481.9,25952.3,529.6,06.00.00,06.00.00,86.9,74
23.29.00,04.54.00,91,8390,17926.7,19492.0,16503.2,389.8,06.00.00,06.00.00,321.6,59
23.10.00,06.43.00,0,2580,1852.3,27188.8,24651.2,543.8,06.00.00,06.00.00,129.5,79
23.29.00,06.52.00,96,4367,1527.1,26588.0,23840.6,531.8,07.00.00,07.00.00,173.0,74
21.56.00,05.23.00,85,3175,5268.2,26793.6,24739.4,535.9,05.00.00,05.00.00,0.0,74
22.52.00,05.01.00,87,4818,4381.3,22158.7,18687.2,443.2,05.00.00,05.00.00,0.0,69
22.18.00,06.06.00,83,0,2478.8,28078.6,23866.8,561.6,05.55.00,05.55.00,0.0,79
22.39.00,05.41.00,90,8653,80.4,25289.1,19978.4,1854.5,05.30.00,05.30.00,0.0,76
23.19.00,05.35.00,0,10694,83.6,22591.8,17998.2,1430.8,06.00.00,06.00.00,167.7,68
